Time,UID,PID,%usr,%system,%guest,%wait,%CPU,CPU,minflt/s,majflt/s,VSZ,RSS,%MEM,Command
19时59分47秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,12.00,3.00,2789000,266704,6.73,java

19时59分48秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,10.00,3.00,2789000,266704,6.73,java

19时59分49秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,12.00,1.00,2789000,266832,6.74,java

19时59分50秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,17.00,5.00,2789000,266832,6.74,java

19时59分51秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,11.00,1.00,2789000,266832,6.74,java

19时59分52秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,11.00,2.00,2789000,266960,6.74,java

19时59分53秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,16.00,3.00,2789000,266960,6.74,java

19时59分54秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,10.00,2.00,2789000,267088,6.74,java

19时59分55秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,10.00,4.00,2789000,267088,6.74,java

19时59分56秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,19.00,2.00,2789000,267216,6.75,java

19时59分57秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,11.00,2.00,2789000,267216,6.75,java

19时59分58秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,11.00,2.00,2789000,267216,6.75,java

19时59分59秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,12.00,3.00,2789000,267344,6.75,java

20时00分00秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,9.90,1.98,2789000,267344,6.75,java

20时00分01秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,10.00,3.00,2789000,267472,6.75,java

20时00分02秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,13.00,2.00,2789000,267472,6.75,java

20时00分03秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,12.00,1.00,2789000,267472,6.75,java

20时00分04秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,12.00,2.00,2789000,267600,6.76,java

20时00分05秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,12.00,3.00,2789000,267600,6.76,java

20时00分06秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,11.00,1.00,2789000,267728,6.76,java

20时00分07秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,11.00,2.00,2789000,267728,6.76,java

20时00分08秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,14.00,1.00,2789000,267856,6.76,java

20时00分09秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,11.00,2.00,2789000,267984,6.77,java

20时00分10秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,11.00,1.00,2789000,267984,6.77,java

20时00分11秒,1000,2918,0.00,1.00,0.00,0.00,0.52,1,16.00,5.00,2789000,267984,6.77,java

20时00分12秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,11.00,3.00,2789000,268112,6.77,java

20时00分13秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,11.00,1.00,2789000,268112,6.77,java

20时00分14秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,12.00,3.00,2789000,268240,6.77,java

20时00分15秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,11.00,2.00,2789000,268240,6.77,java

20时00分16秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,8.00,5.00,2789000,268240,6.77,java

20时00分17秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,12.00,3.00,2789000,268240,6.77,java

20时00分18秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,9.00,3.00,2789000,268368,6.78,java

20时00分19秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,9.00,3.00,2789000,268368,6.78,java

20时00分20秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,7.00,1.00,2789000,268368,6.78,java

20时00分21秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,1.00,0.00,2789000,268368,6.78,java

20时00分22秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268368,6.78,java

20时00分23秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,4.00,0.00,2789000,268368,6.78,java

20时00分24秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268368,6.78,java

20时00分25秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268368,6.78,java

20时00分26秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,1.00,2789000,268368,6.78,java

20时00分27秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,268368,6.78,java

20时00分28秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,268368,6.78,java

20时00分29秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2789000,268368,6.78,java

20时00分30秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268368,6.78,java

20时00分31秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2789000,268368,6.78,java

20时00分32秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,5.00,2.00,2789000,268496,6.78,java

20时00分33秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,0.00,0.00,2789000,268496,6.78,java

20时00分34秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,268496,6.78,java

20时00分35秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,25.00,4.00,2789000,268496,6.78,java

20时00分36秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268496,6.78,java

20时00分37秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268496,6.78,java

20时00分38秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,7.00,2.00,2789000,268624,6.78,java

20时00分39秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268624,6.78,java

20时00分40秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,268624,6.78,java

20时00分41秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,4.00,1.00,2789000,268624,6.78,java

20时00分42秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2789000,268624,6.78,java

20时00分43秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268624,6.78,java

20时00分44秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,268624,6.78,java

20时00分45秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,0.00,0.00,2789000,268624,6.78,java

20时00分46秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268624,6.78,java

20时00分47秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,6.00,1.00,2789000,268624,6.78,java

20时00分48秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268624,6.78,java

20时00分49秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268624,6.78,java

20时00分50秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,3.00,0.00,2789000,268624,6.78,java

20时00分51秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268624,6.78,java

20时00分52秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,268624,6.78,java

20时00分53秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,268624,6.78,java

20时00分54秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,268624,6.78,java

20时00分55秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268624,6.78,java

20时00分56秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,15.00,5.00,2789000,268752,6.78,java

20时00分57秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268752,6.78,java

20时00分58秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268752,6.78,java

20时00分59秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,1.00,2789000,268752,6.78,java

20时01分00秒,1000,2918,0.00,1.00,0.00,0.00,0.51,1,1.00,0.00,2789000,268752,6.78,java

20时01分01秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268752,6.78,java

20时01分02秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,15.00,2.00,2789000,268752,6.78,java

20时01分03秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268752,6.78,java

20时01分04秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268752,6.78,java

20时01分05秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,13.00,2.00,2789000,268752,6.78,java

20时01分06秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2789000,268752,6.78,java

20时01分07秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,1.00,0.00,2789000,268752,6.78,java

20时01分08秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,6.00,2.00,2789000,268880,6.79,java

20时01分09秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268880,6.79,java

20时01分10秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268880,6.79,java

20时01分11秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2789000,268880,6.79,java

20时01分12秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268880,6.79,java

20时01分13秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268880,6.79,java

20时01分14秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,1.00,1.00,2789000,268880,6.79,java

20时01分15秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268880,6.79,java

20时01分16秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268880,6.79,java

20时01分17秒,1000,2918,1.00,0.00,0.00,0.00,0.51,1,2.00,0.00,2789000,268880,6.79,java

20时01分18秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268880,6.79,java

20时01分19秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268880,6.79,java

20时01分20秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,1.00,2789000,268880,6.79,java

20时01分21秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268880,6.79,java

20时01分22秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,268880,6.79,java

20时01分23秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,8.00,1.00,2789000,269008,6.79,java

20时01分24秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269008,6.79,java

20时01分25秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269008,6.79,java

20时01分26秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,1.00,2789000,269008,6.79,java

20时01分27秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269008,6.79,java

20时01分28秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2789000,269008,6.79,java

20时01分29秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2789000,269008,6.79,java

20时01分30秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269008,6.79,java

20时01分31秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269008,6.79,java

20时01分32秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,6.00,0.00,2789000,269008,6.79,java

20时01分33秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,269008,6.79,java

20时01分34秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269008,6.79,java

20时01分35秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,6.00,1.00,2789000,269008,6.79,java

20时01分36秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,2.00,0.00,2789000,269008,6.79,java

20时01分37秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269008,6.79,java

20时01分38秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,9.00,1.00,2789000,269008,6.79,java

20时01分39秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,269008,6.79,java

20时01分40秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269008,6.79,java

20时01分41秒,1000,2918,0.00,1.00,0.00,0.00,0.51,1,32.00,6.00,2789000,269136,6.79,java

20时01分42秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269136,6.79,java

20时01分43秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269136,6.79,java

20时01分44秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2789000,269136,6.79,java

20时01分45秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2789000,269136,6.79,java

20时01分46秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,269136,6.79,java

20时01分47秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,1.00,2789000,269136,6.79,java

20时01分48秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269136,6.79,java

20时01分49秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269136,6.79,java

20时01分50秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,23.00,2.00,2789000,269392,6.80,java

20时01分51秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269392,6.80,java

20时01分52秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269392,6.80,java

20时01分53秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,1.00,2789000,269392,6.80,java

20时01分54秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269392,6.80,java

20时01分55秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269392,6.80,java

20时01分56秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,5.00,1.00,2789000,269392,6.80,java

20时01分57秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,1.00,2789000,269392,6.80,java

20时01分58秒,1000,2918,1.00,0.00,0.00,0.00,0.51,1,0.00,0.00,2789000,269392,6.80,java

20时01分59秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,11.00,2.00,2789000,269520,6.80,java

20时02分00秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269520,6.80,java

20时02分01秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269520,6.80,java

20时02分02秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,15.00,3.00,2789000,269520,6.80,java

20时02分03秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269520,6.80,java

20时02分04秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,0.00,0.00,2789000,269520,6.80,java

20时02分05秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,13.00,2.00,2789000,269520,6.80,java

20时02分06秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.99,0.00,2789000,269520,6.80,java

20时02分07秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2789000,269520,6.80,java

20时02分08秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,6.00,3.00,2789000,269648,6.81,java

20时02分09秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2789000,269648,6.81,java

20时02分10秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269648,6.81,java

20时02分11秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,269648,6.81,java

20时02分12秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,1.00,2789000,269648,6.81,java

20时02分13秒,1000,2918,0.00,1.00,0.00,0.00,0.51,1,0.00,1.00,2789000,269648,6.81,java

20时02分14秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,3.00,0.00,2789000,269648,6.81,java

20时02分15秒,1000,2918,2.00,0.00,0.00,0.00,1.01,1,27.00,2.00,2789000,269776,6.81,java

20时02分16秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,2.00,1.00,2789000,269776,6.81,java

20时02分17秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,12.00,4.00,2789000,269776,6.81,java

20时02分18秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269776,6.81,java

20时02分19秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2789000,269776,6.81,java

20时02分20秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,1.00,0.00,2789000,269776,6.81,java

20时02分21秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269776,6.81,java

20时02分22秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,1.00,2789000,269776,6.81,java

20时02分23秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,3.00,0.00,2789000,269776,6.81,java

20时02分24秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269776,6.81,java

20时02分25秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269776,6.81,java

20时02分26秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,0.00,1.00,2789000,269776,6.81,java

20时02分27秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269776,6.81,java

20时02分28秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269776,6.81,java

20时02分29秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,3.00,1.00,2789000,269776,6.81,java

20时02分30秒,1000,2918,1.00,0.00,0.00,0.00,0.51,1,0.00,0.00,2789000,269776,6.81,java

20时02分31秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269776,6.81,java

20时02分32秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,1.00,2789000,269776,6.81,java

20时02分33秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269776,6.81,java

20时02分34秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269776,6.81,java

20时02分35秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,1.00,2789000,269776,6.81,java

20时02分36秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,269776,6.81,java

20时02分37秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269776,6.81,java

20时02分38秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,6.00,0.00,2789000,269776,6.81,java

20时02分39秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269776,6.81,java

20时02分40秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269776,6.81,java

20时02分41秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,1.00,2789000,269776,6.81,java

20时02分42秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,0.00,0.00,2789000,269776,6.81,java

20时02分43秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,269776,6.81,java

20时02分44秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,5.00,0.00,2789000,269776,6.81,java

20时02分45秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,269776,6.81,java

20时02分46秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269776,6.81,java

20时02分47秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2789000,269776,6.81,java

20时02分48秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2789000,269776,6.81,java

20时02分49秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2789000,269776,6.81,java

20时02分50秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,3.00,1.00,2789000,269776,6.81,java

20时02分51秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2789000,269776,6.81,java

