Time,UID,PID,%usr,%system,%guest,%wait,%CPU,CPU,minflt/s,majflt/s,VSZ,RSS,%MEM,kB_rd/s,kB_wr/s,kB_ccwr/s,iodelay,Command
23时20分51秒,1000,2918,5.00,2.00,0.00,0.00,3.52,1,0.00,0.00,2790024,417216,10.53,0.00,0.00,0.00,0,java

23时20分52秒,1000,2918,60.00,8.00,0.00,0.00,34.52,1,58.00,3.00,2790024,417344,10.54,2092.00,16.00,0.00,0,java

23时20分53秒,1000,2918,6.00,2.00,0.00,0.00,4.06,1,1.00,0.00,2790024,417344,10.54,0.00,8.00,0.00,0,java

23时20分54秒,1000,2918,13.00,0.00,0.00,0.00,6.53,1,18.00,0.00,2790024,417344,10.54,1024.00,16.00,0.00,0,java

23时20分55秒,1000,2918,3.00,0.00,0.00,0.00,1.50,1,0.00,0.00,2790024,417344,10.54,0.00,0.00,0.00,0,java

23时20分56秒,1000,2918,6.00,3.00,0.00,0.00,4.57,1,17.00,0.00,2790024,417472,10.54,256.00,8.00,0.00,0,java

23时20分57秒,1000,2918,6.00,3.00,0.00,0.00,4.48,1,2.00,0.00,2790024,417472,10.54,1792.00,8.00,0.00,0,java

23时20分58秒,1000,2918,5.00,2.00,0.00,0.00,3.55,1,18.00,0.00,2790024,417288,10.53,1024.00,20.00,0.00,0,java

23时20分59秒,1000,2918,4.00,2.00,0.00,0.00,3.02,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分00秒,1000,2918,5.00,1.00,0.00,0.00,3.06,1,17.00,0.00,2790024,417288,10.53,1024.00,4.00,0.00,0,java

23时21分01秒,1000,2918,12.00,4.00,0.00,0.00,8.04,1,36.00,0.00,2790024,417416,10.54,0.00,8.00,0.00,0,java

23时21分02秒,1000,2918,4.00,2.00,0.00,0.00,3.02,1,0.00,0.00,2790024,417416,10.54,0.00,0.00,0.00,0,java

23时21分03秒,1000,2918,13.00,1.00,0.00,0.00,7.65,1,21.00,0.00,2790024,417416,10.54,0.00,36.00,0.00,0,java

23时21分04秒,1000,2918,3.00,4.00,0.00,0.00,3.52,1,0.00,0.00,2790024,417416,10.54,2048.00,0.00,0.00,0,java

23时21分05秒,1000,2918,14.00,2.00,0.00,0.00,8.08,1,1.00,0.00,2790024,417288,10.53,1024.00,4.00,0.00,0,java

23时21分06秒,1000,2918,15.00,3.00,0.00,0.00,9.09,1,34.00,0.00,2790024,417288,10.53,0.00,4.00,0.00,0,java

23时21分07秒,1000,2918,5.00,2.00,0.00,0.00,3.55,1,17.00,0.00,2790024,417288,10.53,1280.00,4.00,0.00,0,java

23时21分08秒,1000,2918,3.00,2.00,0.00,0.00,2.50,1,3.00,0.00,2790024,417288,10.53,768.00,28.00,0.00,0,java

23时21分09秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分10秒,1000,2918,1.00,1.00,0.00,0.00,1.01,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分11秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分12秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分13秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,3.00,0.00,2790024,417288,10.53,0.00,12.00,0.00,0,java

23时21分14秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分15秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分16秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分17秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分18秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,2.00,0.00,2790024,417288,10.53,0.00,8.00,0.00,0,java

23时21分19秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,16.00,0.00,2790024,417288,10.53,0.00,16.00,0.00,0,java

23时21分20秒,1000,2918,1.00,1.00,0.00,0.00,1.01,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分21秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分22秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分23秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,2.00,0.00,2790024,417288,10.53,0.00,8.00,0.00,0,java

23时21分24秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分25秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2790024,417288,10.53,0.00,4.00,0.00,0,java

23时21分26秒,1000,2918,1.00,0.00,0.00,0.00,0.51,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分27秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分28秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,3.00,0.00,2790024,417288,10.53,0.00,24.00,0.00,0,java

23时21分29秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分30秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分31秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分32秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分33秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,2.00,0.00,2790024,417288,10.53,0.00,8.00,0.00,0,java

23时21分34秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2790024,417288,10.53,0.00,4.00,0.00,0,java

23时21分35秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分36秒,1000,2918,1.00,0.00,0.00,0.00,0.51,1,0.00,0.00,2790024,417288,10.53,0.00,12.00,0.00,0,java

23时21分37秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分38秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2790024,417288,10.53,0.00,8.00,0.00,0,java

23时21分39秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分40秒,1000,2918,1.00,1.00,0.00,0.00,1.01,1,1.00,0.00,2790024,417288,10.53,0.00,4.00,0.00,0,java

23时21分41秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分42秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分43秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分44秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.97,0.00,2790024,417288,10.53,0.00,19.80,0.00,0,java

23时21分45秒,1000,2918,1.00,0.00,0.00,0.00,0.51,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分46秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417288,10.53,0.00,0.00,0.00,0,java

23时21分47秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,1.00,0.00,2790024,417156,10.53,0.00,4.00,0.00,0,java

23时21分48秒,1000,2918,0.00,1.00,0.00,0.00,0.51,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时21分49秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,3.00,0.00,2790024,417156,10.53,0.00,12.00,0.00,0,java

23时21分50秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2790024,417156,10.53,0.00,8.00,0.00,0,java

23时21分51秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时21分52秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时21分53秒,1000,2918,1.00,0.00,0.00,0.00,0.51,1,0.00,0.00,2790024,417156,10.53,0.00,12.00,0.00,0,java

23时21分54秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2790024,417156,10.53,0.00,8.00,0.00,0,java

23时21分55秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2790024,417156,10.53,0.00,4.00,0.00,0,java

23时21分56秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时21分57秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时21分58秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时21分59秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2790024,417156,10.53,0.00,8.00,0.00,0,java

23时22分00秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分01秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,1.00,0.00,2790024,417156,10.53,0.00,16.00,0.00,0,java

23时22分02秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分03秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分04秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,3.00,0.00,2790024,417156,10.53,0.00,12.00,0.00,0,java

23时22分05秒,1000,2918,1.00,1.00,0.00,0.00,1.01,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分06秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分07秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分08秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分09秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,3.00,0.00,2790024,417156,10.53,0.00,20.00,0.00,0,java

23时22分10秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分11秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分12秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分13秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分14秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2790024,417156,10.53,0.00,8.00,0.00,0,java

23时22分15秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分16秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2790024,417156,10.53,0.00,4.00,0.00,0,java

23时22分17秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分18秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,12.00,0.00,0,java

23时22分19秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2790024,417156,10.53,0.00,8.00,0.00,0,java

23时22分20秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分21秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分22秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2790024,417156,10.53,0.00,4.00,0.00,0,java

23时22分23秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分24秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2790024,417156,10.53,0.00,8.00,0.00,0,java

23时22分25秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,2.00,0.00,2790024,417156,10.53,0.00,4.00,0.00,0,java

23时22分26秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,12.00,0.00,0,java

23时22分27秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分28秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分29秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分30秒,1000,2918,0.00,1.00,0.00,0.00,0.50,1,2.00,0.00,2790024,417156,10.53,0.00,8.00,0.00,0,java

23时22分31秒,1000,2918,1.00,0.00,0.00,0.00,0.51,1,1.00,0.00,2790024,417156,10.53,0.00,4.00,0.00,0,java

23时22分32秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分33秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分34秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分35秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,3.00,0.00,2790024,417156,10.53,0.00,24.00,0.00,0,java

23时22分36秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分37秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分38秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分39秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分40秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,4.00,0.00,2790024,417156,10.53,0.00,12.00,0.00,0,java

23时22分41秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分42秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分43秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,8.00,0.00,0,java

23时22分44秒,1000,2918,0.00,1.00,0.00,0.00,0.51,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分45秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,2.00,0.00,2790024,417156,10.53,0.00,8.00,0.00,0,java

23时22分46秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2790024,417156,10.53,0.00,4.00,0.00,0,java

23时22分47秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分48秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分49秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分50秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2790024,417156,10.53,0.00,8.00,0.00,0,java

23时22分51秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分52秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2790024,417156,10.53,0.00,16.00,0.00,0,java

23时22分53秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分54秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分55秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,3.00,0.00,2790024,417156,10.53,0.00,12.00,0.00,0,java

23时22分56秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分57秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分58秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时22分59秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时23分00秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,2.00,0.00,2790024,417156,10.53,0.00,8.00,0.00,0,java

23时23分01秒,1000,2918,0.00,1.00,0.00,0.00,0.52,1,1.00,0.00,2790024,417156,10.53,0.00,16.00,0.00,0,java

23时23分02秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时23分03秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时23分04秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时23分05秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,2.00,0.00,2790024,417156,10.53,0.00,8.00,0.00,0,java

23时23分06秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时23分07秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2790024,417156,10.53,0.00,4.00,0.00,0,java

23时23分08秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时23分09秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,8.00,0.00,0,java

23时23分10秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时23分11秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,2.00,0.00,2790024,417156,10.53,0.00,8.00,0.00,0,java

23时23分12秒,1000,2918,1.00,0.00,0.00,0.00,0.50,1,0.00,0.00,2790024,417156,10.53,0.00,0.00,0.00,0,java

23时23分13秒,1000,2918,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,2790024,417156,10.53,0.00,4.00,0.00,0,java

